mon	feature	feature_val
crustle	types	Bug
crustle	types	Rock
crustle	abilities	Sturdy
crustle	abilities	Shell Armor
crustle	abilities	Weak Armor
crustle	eggGroups	Bug
crustle	eggGroups	Mineral
scraggy	types	Dark
scraggy	types	Fighting
scraggy	abilities	Shed Skin
scraggy	abilities	Moxie
scraggy	abilities	Intimidate
scraggy	eggGroups	Field
scraggy	eggGroups	Dragon
scrafty	types	Dark
scrafty	types	Fighting
scrafty	abilities	Shed Skin
scrafty	abilities	Moxie
scrafty	abilities	Intimidate
scrafty	eggGroups	Field
scrafty	eggGroups	Dragon
sigilyph	types	Psychic
sigilyph	types	Flying
sigilyph	abilities	Wonder Skin
sigilyph	abilities	Magic Guard
sigilyph	abilities	Tinted Lens
sigilyph	eggGroups	Flying
yamask	types	Ghost
yamask	abilities	Mummy
yamask	eggGroups	Mineral
yamask	eggGroups	Amorphous
cofagrigus	types	Ghost
cofagrigus	abilities	Mummy
cofagrigus	eggGroups	Mineral
cofagrigus	eggGroups	Amorphous
tirtouga	types	Water
tirtouga	types	Rock
tirtouga	abilities	Solid Rock
tirtouga	abilities	Sturdy
tirtouga	abilities	Swift Swim
tirtouga	eggGroups	Water 1
tirtouga	eggGroups	Water 3
carracosta	types	Water
carracosta	types	Rock
carracosta	abilities	Solid Rock
carracosta	abilities	Sturdy
carracosta	abilities	Swift Swim
carracosta	eggGroups	Water 1
carracosta	eggGroups	Water 3
archen	types	Rock
archen	types	Flying
archen	abilities	Defeatist
archen	eggGroups	Flying
archen	eggGroups	Water 3
archeops	types	Rock
archeops	types	Flying
archeops	abilities	Defeatist
archeops	eggGroups	Flying
archeops	eggGroups	Water 3
trubbish	types	Poison
trubbish	abilities	Stench
trubbish	abilities	Sticky Hold
trubbish	abilities	Aftermath
trubbish	eggGroups	Mineral
garbodor	types	Poison
garbodor	abilities	Stench
garbodor	abilities	Weak Armor
garbodor	abilities	Aftermath
garbodor	eggGroups	Mineral
zorua	types	Dark
zorua	abilities	Illusion
zorua	eggGroups	Field
zoroark	types	Dark
zoroark	abilities	Illusion
zoroark	eggGroups	Field
minccino	types	Normal
minccino	abilities	Cute Charm
minccino	abilities	Technician
minccino	abilities	Skill Link
minccino	eggGroups	Field
cinccino	types	Normal
cinccino	abilities	Cute Charm
cinccino	abilities	Technician
cinccino	abilities	Skill Link
cinccino	eggGroups	Field
gothita	types	Psychic
gothita	abilities	Frisk
gothita	abilities	Competitive
gothita	abilities	Shadow Tag
gothita	eggGroups	Human-Like
gothorita	types	Psychic
gothorita	abilities	Frisk
gothorita	abilities	Competitive
gothorita	abilities	Shadow Tag
gothorita	eggGroups	Human-Like
gothitelle	types	Psychic
gothitelle	abilities	Frisk
gothitelle	abilities	Competitive
gothitelle	abilities	Shadow Tag
gothitelle	eggGroups	Human-Like
solosis	types	Psychic
solosis	abilities	Overcoat
solosis	abilities	Magic Guard
solosis	abilities	Regenerator
solosis	eggGroups	Amorphous
duosion	types	Psychic
duosion	abilities	Overcoat
duosion	abilities	Magic Guard
duosion	abilities	Regenerator
duosion	eggGroups	Amorphous
reuniclus	types	Psychic
reuniclus	abilities	Overcoat
reuniclus	abilities	Magic Guard
reuniclus	abilities	Regenerator
reuniclus	eggGroups	Amorphous
ducklett	types	Water
ducklett	types	Flying
ducklett	abilities	Keen Eye
ducklett	abilities	Big Pecks
ducklett	abilities	Hydration
ducklett	eggGroups	Water 1
ducklett	eggGroups	Flying
swanna	types	Water
swanna	types	Flying
swanna	abilities	Keen Eye
swanna	abilities	Big Pecks
swanna	abilities	Hydration
swanna	eggGroups	Water 1
swanna	eggGroups	Flying
vanillite	types	Ice
vanillite	abilities	Ice Body
vanillite	abilities	Snow Cloak
vanillite	abilities	Weak Armor
vanillite	eggGroups	Mineral
vanillish	types	Ice
vanillish	abilities	Ice Body
vanillish	abilities	Snow Cloak
vanillish	abilities	Weak Armor
vanillish	eggGroups	Mineral
vanilluxe	types	Ice
vanilluxe	abilities	Ice Body
vanilluxe	abilities	Snow Warning
vanilluxe	abilities	Weak Armor
vanilluxe	eggGroups	Mineral
deerling	types	Normal
deerling	types	Grass
deerling	abilities	Chlorophyll
deerling	abilities	Sap Sipper
deerling	abilities	Serene Grace
deerling	eggGroups	Field
sawsbuck	types	Normal
sawsbuck	types	Grass
sawsbuck	abilities	Chlorophyll
sawsbuck	abilities	Sap Sipper
sawsbuck	abilities	Serene Grace
sawsbuck	eggGroups	Field
emolga	types	Electric
emolga	types	Flying
emolga	abilities	Static
emolga	abilities	Motor Drive
emolga	eggGroups	Field
karrablast	types	Bug
karrablast	abilities	Swarm
karrablast	abilities	Shed Skin
karrablast	abilities	No Guard
karrablast	eggGroups	Bug
escavalier	types	Bug
escavalier	types	Steel
escavalier	abilities	Swarm
escavalier	abilities	Shell Armor
escavalier	abilities	Overcoat
escavalier	eggGroups	Bug
foongus	types	Grass
foongus	types	Poison
foongus	abilities	Effect Spore
foongus	abilities	Regenerator
foongus	eggGroups	Grass
amoonguss	types	Grass
amoonguss	types	Poison
amoonguss	abilities	Effect Spore
amoonguss	abilities	Regenerator
amoonguss	eggGroups	Grass
frillish	types	Water
frillish	types	Ghost
frillish	abilities	Water Absorb
frillish	abilities	Cursed Body
frillish	abilities	Damp
frillish	eggGroups	Amorphous
jellicent	types	Water
jellicent	types	Ghost
jellicent	abilities	Water Absorb
jellicent	abilities	Cursed Body
jellicent	abilities	Damp
jellicent	eggGroups	Amorphous
alomomola	types	Water
alomomola	abilities	Healer
alomomola	abilities	Hydration
alomomola	abilities	Regenerator
alomomola	eggGroups	Water 1
alomomola	eggGroups	Water 2
joltik	types	Bug
joltik	types	Electric
joltik	abilities	Compound Eyes
joltik	abilities	Unnerve
joltik	abilities	Swarm
joltik	eggGroups	Bug
galvantula	types	Bug
galvantula	types	Electric
galvantula	abilities	Compound Eyes
galvantula	abilities	Unnerve
galvantula	abilities	Swarm
galvantula	eggGroups	Bug
ferroseed	types	Grass
ferroseed	types	Steel
ferroseed	abilities	Iron Barbs
ferroseed	eggGroups	Grass
ferroseed	eggGroups	Mineral
ferrothorn	types	Grass
ferrothorn	types	Steel
ferrothorn	abilities	Iron Barbs
ferrothorn	abilities	Anticipation
ferrothorn	eggGroups	Grass
ferrothorn	eggGroups	Mineral
klink	types	Steel
klink	abilities	Plus
klink	abilities	Minus
klink	abilities	Clear Body
klink	eggGroups	Mineral
klang	types	Steel
klang	abilities	Plus
klang	abilities	Minus
klang	abilities	Clear Body
klang	eggGroups	Mineral
klinklang	types	Steel
klinklang	abilities	Plus
klinklang	abilities	Minus
klinklang	abilities	Clear Body
klinklang	eggGroups	Mineral
tynamo	types	Electric
tynamo	abilities	Levitate
tynamo	eggGroups	Amorphous
eelektrik	types	Electric
eelektrik	abilities	Levitate
eelektrik	eggGroups	Amorphous
eelektross	types	Electric
eelektross	abilities	Levitate
eelektross	eggGroups	Amorphous
elgyem	types	Psychic
elgyem	abilities	Telepathy
elgyem	abilities	Synchronize
elgyem	abilities	Analytic
elgyem	eggGroups	Human-Like
beheeyem	types	Psychic
beheeyem	abilities	Telepathy
beheeyem	abilities	Synchronize
beheeyem	abilities	Analytic
beheeyem	eggGroups	Human-Like
litwick	types	Ghost
litwick	types	Fire
litwick	abilities	Flash Fire
litwick	abilities	Flame Body
litwick	abilities	Infiltrator
litwick	eggGroups	Amorphous
lampent	types	Ghost
lampent	types	Fire
lampent	abilities	Flash Fire
lampent	abilities	Flame Body
lampent	abilities	Infiltrator
lampent	eggGroups	Amorphous
chandelure	types	Ghost
chandelure	types	Fire
chandelure	abilities	Flash Fire
chandelure	abilities	Flame Body
chandelure	abilities	Infiltrator
chandelure	eggGroups	Amorphous
axew	types	Dragon
axew	abilities	Rivalry
axew	abilities	Mold Breaker
axew	abilities	Unnerve
axew	eggGroups	Monster
axew	eggGroups	Dragon
fraxure	types	Dragon
fraxure	abilities	Rivalry
fraxure	abilities	Mold Breaker
fraxure	abilities	Unnerve
fraxure	eggGroups	Monster
fraxure	eggGroups	Dragon
haxorus	types	Dragon
haxorus	abilities	Rivalry
haxorus	abilities	Mold Breaker
haxorus	abilities	Unnerve
haxorus	eggGroups	Monster
haxorus	eggGroups	Dragon
cubchoo	types	Ice
cubchoo	abilities	Snow Cloak
cubchoo	abilities	Slush Rush
cubchoo	abilities	Rattled
cubchoo	eggGroups	Field
beartic	types	Ice
beartic	abilities	Snow Cloak
beartic	abilities	Slush Rush
beartic	abilities	Swift Swim
beartic	eggGroups	Field
cryogonal	types	Ice
cryogonal	abilities	Levitate
cryogonal	eggGroups	Mineral
shelmet	types	Bug
shelmet	abilities	Hydration
shelmet	abilities	Shell Armor
shelmet	abilities	Overcoat
shelmet	eggGroups	Bug
accelgor	types	Bug
accelgor	abilities	Hydration
accelgor	abilities	Sticky Hold
accelgor	abilities	Unburden
accelgor	eggGroups	Bug
stunfisk	types	Ground
stunfisk	types	Electric
stunfisk	abilities	Static
stunfisk	abilities	Limber
stunfisk	abilities	Sand Veil
stunfisk	eggGroups	Water 1
stunfisk	eggGroups	Amorphous
mienfoo	types	Fighting
mienfoo	abilities	Inner Focus
mienfoo	abilities	Regenerator
mienfoo	abilities	Reckless
mienfoo	eggGroups	Field
mienfoo	eggGroups	Human-Like
mienshao	types	Fighting
mienshao	abilities	Inner Focus
mienshao	abilities	Regenerator
mienshao	abilities	Reckless
mienshao	eggGroups	Field
mienshao	eggGroups	Human-Like
druddigon	types	Dragon
druddigon	abilities	Rough Skin
druddigon	abilities	Sheer Force
druddigon	abilities	Mold Breaker
druddigon	eggGroups	Monster
druddigon	eggGroups	Dragon
golett	types	Ground
golett	types	Ghost
golett	abilities	Iron Fist
golett	abilities	Klutz
golett	abilities	No Guard
golett	eggGroups	Mineral
golurk	types	Ground
golurk	types	Ghost
golurk	abilities	Iron Fist
golurk	abilities	Klutz
golurk	abilities	No Guard
golurk	eggGroups	Mineral
pawniard	types	Dark
pawniard	types	Steel
pawniard	abilities	Defiant
pawniard	abilities	Inner Focus
pawniard	abilities	Pressure
pawniard	eggGroups	Human-Like
bisharp	types	Dark
bisharp	types	Steel
bisharp	abilities	Defiant
bisharp	abilities	Inner Focus
bisharp	abilities	Pressure
bisharp	eggGroups	Human-Like
bouffalant	types	Normal
bouffalant	abilities	Reckless
bouffalant	abilities	Sap Sipper
bouffalant	abilities	Soundproof
bouffalant	eggGroups	Field
rufflet	types	Normal
rufflet	types	Flying
rufflet	abilities	Keen Eye
rufflet	abilities	Sheer Force
rufflet	abilities	Hustle
rufflet	eggGroups	Flying
braviary	types	Normal
braviary	types	Flying
braviary	abilities	Keen Eye
braviary	abilities	Sheer Force
braviary	abilities	Defiant
braviary	eggGroups	Flying
vullaby	types	Dark
vullaby	types	Flying
vullaby	abilities	Big Pecks
vullaby	abilities	Overcoat
vullaby	abilities	Weak Armor
vullaby	eggGroups	Flying
mandibuzz	types	Dark
mandibuzz	types	Flying
mandibuzz	abilities	Big Pecks
mandibuzz	abilities	Overcoat
mandibuzz	abilities	Weak Armor
mandibuzz	eggGroups	Flying
heatmor	types	Fire
heatmor	abilities	Gluttony
heatmor	abilities	Flash Fire
heatmor	abilities	White Smoke
heatmor	eggGroups	Field
durant	types	Bug
durant	types	Steel
durant	abilities	Swarm
durant	abilities	Hustle
durant	abilities	Truant
durant	eggGroups	Bug
deino	types	Dark
deino	types	Dragon
deino	abilities	Hustle
deino	eggGroups	Dragon
zweilous	types	Dark
zweilous	types	Dragon
zweilous	abilities	Hustle
zweilous	eggGroups	Dragon
hydreigon	types	Dark
hydreigon	types	Dragon
hydreigon	abilities	Levitate
hydreigon	eggGroups	Dragon
larvesta	types	Bug
larvesta	types	Fire
larvesta	abilities	Flame Body
larvesta	abilities	Swarm
larvesta	eggGroups	Bug
volcarona	types	Bug
volcarona	types	Fire
volcarona	abilities	Flame Body
volcarona	abilities	Swarm
volcarona	eggGroups	Bug
cobalion	types	Steel
cobalion	types	Fighting
cobalion	abilities	Justified
cobalion	eggGroups	Undiscovered
terrakion	types	Rock
terrakion	types	Fighting
terrakion	abilities	Justified
terrakion	eggGroups	Undiscovered
virizion	types	Grass
virizion	types	Fighting
virizion	abilities	Justified
virizion	eggGroups	Undiscovered
tornadus	types	Flying
tornadus	abilities	Prankster
tornadus	abilities	Defiant
tornadus	eggGroups	Undiscovered
tornadustherian	types	Flying
tornadustherian	abilities	Regenerator
tornadustherian	eggGroups	Undiscovered
thundurus	types	Electric
thundurus	types	Flying
thundurus	abilities	Prankster
thundurus	abilities	Defiant
thundurus	eggGroups	Undiscovered
thundurustherian	types	Electric
thundurustherian	types	Flying
thundurustherian	abilities	Volt Absorb
thundurustherian	eggGroups	Undiscovered
reshiram	types	Dragon
reshiram	types	Fire
reshiram	abilities	Turboblaze
reshiram	eggGroups	Undiscovered
zekrom	types	Dragon
zekrom	types	Electric
zekrom	abilities	Teravolt
zekrom	eggGroups	Undiscovered
landorus	types	Ground
landorus	types	Flying
landorus	abilities	Sand Force
landorus	abilities	Sheer Force
landorus	eggGroups	Undiscovered
landorustherian	types	Ground
landorustherian	types	Flying
landorustherian	abilities	Intimidate
landorustherian	eggGroups	Undiscovered
kyurem	types	Dragon
kyurem	types	Ice
kyurem	abilities	Pressure
kyurem	eggGroups	Undiscovered
kyuremblack	types	Dragon
kyuremblack	types	Ice
kyuremblack	abilities	Teravolt
kyuremblack	eggGroups	Undiscovered
kyuremwhite	types	Dragon
kyuremwhite	types	Ice
kyuremwhite	abilities	Turboblaze
kyuremwhite	eggGroups	Undiscovered
keldeo	types	Water
keldeo	types	Fighting
keldeo	abilities	Justified
keldeo	eggGroups	Undiscovered
keldeoresolute	types	Water
keldeoresolute	types	Fighting
keldeoresolute	abilities	Justified
keldeoresolute	eggGroups	Undiscovered
meloetta	types	Normal
meloetta	types	Psychic
meloetta	abilities	Serene Grace
meloetta	eggGroups	Undiscovered
meloettapirouette	types	Normal
meloettapirouette	types	Fighting
meloettapirouette	abilities	Serene Grace
meloettapirouette	eggGroups	Undiscovered
genesect	types	Bug
genesect	types	Steel
genesect	abilities	Download
genesect	eggGroups	Undiscovered
genesectdouse	types	Bug
genesectdouse	types	Steel
genesectdouse	abilities	Download
genesectdouse	eggGroups	Undiscovered
genesectshock	types	Bug
genesectshock	types	Steel
genesectshock	abilities	Download
genesectshock	eggGroups	Undiscovered
genesectburn	types	Bug
genesectburn	types	Steel
genesectburn	abilities	Download
genesectburn	eggGroups	Undiscovered
genesectchill	types	Bug
genesectchill	types	Steel
genesectchill	abilities	Download
genesectchill	eggGroups	Undiscovered
chespin	types	Grass
chespin	abilities	Overgrow
chespin	abilities	Bulletproof
chespin	eggGroups	Field
quilladin	types	Grass
quilladin	abilities	Overgrow
quilladin	abilities	Bulletproof
quilladin	eggGroups	Field
chesnaught	types	Grass
chesnaught	types	Fighting
chesnaught	abilities	Overgrow
chesnaught	abilities	Bulletproof
chesnaught	eggGroups	Field
fennekin	types	Fire
fennekin	abilities	Blaze
fennekin	abilities	Magician
fennekin	eggGroups	Field
braixen	types	Fire
braixen	abilities	Blaze
braixen	abilities	Magician
braixen	eggGroups	Field
delphox	types	Fire
delphox	types	Psychic
delphox	abilities	Blaze
delphox	abilities	Magician
delphox	eggGroups	Field
froakie	types	Water
froakie	abilities	Torrent
froakie	abilities	Protean
froakie	eggGroups	Water 1
frogadier	types	Water
frogadier	abilities	Torrent
frogadier	abilities	Protean
frogadier	eggGroups	Water 1
greninja	types	Water
greninja	types	Dark
greninja	abilities	Torrent
greninja	abilities	Protean
greninja	abilities	Battle Bond
greninja	eggGroups	Water 1
greninjaash	types	Water
greninjaash	types	Dark
greninjaash	abilities	Battle Bond
greninjaash	eggGroups	Undiscovered
bunnelby	types	Normal
bunnelby	abilities	Pickup
bunnelby	abilities	Cheek Pouch
bunnelby	abilities	Huge Power
bunnelby	eggGroups	Field
diggersby	types	Normal
diggersby	types	Ground
diggersby	abilities	Pickup
diggersby	abilities	Cheek Pouch
diggersby	abilities	Huge Power
diggersby	eggGroups	Field
fletchling	types	Normal
fletchling	types	Flying
fletchling	abilities	Big Pecks
fletchling	abilities	Gale Wings
fletchling	eggGroups	Flying
fletchinder	types	Fire
fletchinder	types	Flying
fletchinder	abilities	Flame Body
fletchinder	abilities	Gale Wings
fletchinder	eggGroups	Flying
talonflame	types	Fire
talonflame	types	Flying
talonflame	abilities	Flame Body
talonflame	abilities	Gale Wings
talonflame	eggGroups	Flying
scatterbug	types	Bug
scatterbug	abilities	Shield Dust
scatterbug	abilities	Compound Eyes
scatterbug	abilities	Friend Guard
scatterbug	eggGroups	Bug
spewpa	types	Bug
spewpa	abilities	Shed Skin
spewpa	abilities	Friend Guard
spewpa	eggGroups	Bug
vivillon	types	Bug
vivillon	types	Flying
vivillon	abilities	Shield Dust
vivillon	abilities	Compound Eyes
vivillon	abilities	Friend Guard
vivillon	eggGroups	Bug
vivillonfancy	types	Bug
vivillonfancy	types	Flying
vivillonfancy	abilities	Shield Dust
vivillonfancy	abilities	Compound Eyes
vivillonfancy	eggGroups	Bug
vivillonpokeball	types	Bug
vivillonpokeball	types	Flying
vivillonpokeball	abilities	Shield Dust
vivillonpokeball	abilities	Compound Eyes
vivillonpokeball	eggGroups	Bug
litleo	types	Fire
litleo	types	Normal
litleo	abilities	Rivalry
litleo	abilities	Unnerve
litleo	abilities	Moxie
litleo	eggGroups	Field
pyroar	types	Fire
pyroar	types	Normal
pyroar	abilities	Rivalry
pyroar	abilities	Unnerve
pyroar	abilities	Moxie
pyroar	eggGroups	Field
flabebe	types	Fairy
flabebe	abilities	Flower Veil
flabebe	abilities	Symbiosis
flabebe	eggGroups	Fairy
floette	types	Fairy
floette	abilities	Flower Veil
floette	abilities	Symbiosis
floette	eggGroups	Fairy
floetteeternal	types	Fairy
floetteeternal	abilities	Flower Veil
floetteeternal	eggGroups	Undiscovered
florges	types	Fairy
florges	abilities	Flower Veil
florges	abilities	Symbiosis
florges	eggGroups	Fairy
skiddo	types	Grass
skiddo	abilities	Sap Sipper
skiddo	abilities	Grass Pelt
skiddo	eggGroups	Field
gogoat	types	Grass
gogoat	abilities	Sap Sipper
gogoat	abilities	Grass Pelt
gogoat	eggGroups	Field
pancham	types	Fighting
pancham	abilities	Iron Fist
pancham	abilities	Mold Breaker
pancham	abilities	Scrappy
pancham	eggGroups	Field
pancham	eggGroups	Human-Like
pangoro	types	Fighting
pangoro	types	Dark
pangoro	abilities	Iron Fist
pangoro	abilities	Mold Breaker
pangoro	abilities	Scrappy
pangoro	eggGroups	Field
pangoro	eggGroups	Human-Like
furfrou	types	Normal
furfrou	abilities	Fur Coat
furfrou	eggGroups	Field
espurr	types	Psychic
espurr	abilities	Keen Eye
espurr	abilities	Infiltrator
espurr	abilities	Own Tempo
espurr	eggGroups	Field
meowstic	types	Psychic
meowstic	abilities	Keen Eye
meowstic	abilities	Infiltrator
meowstic	abilities	Prankster
meowstic	eggGroups	Field
meowsticf	types	Psychic
meowsticf	abilities	Keen Eye
meowsticf	abilities	Infiltrator
meowsticf	abilities	Competitive
meowsticf	eggGroups	Field
honedge	types	Steel
honedge	types	Ghost
honedge	abilities	No Guard
honedge	eggGroups	Mineral
doublade	types	Steel
doublade	types	Ghost
doublade	abilities	No Guard
doublade	eggGroups	Mineral
aegislash	types	Steel
aegislash	types	Ghost
aegislash	abilities	Stance Change
aegislash	eggGroups	Mineral
aegislashblade	types	Steel
aegislashblade	types	Ghost
aegislashblade	abilities	Stance Change
aegislashblade	eggGroups	Mineral
spritzee	types	Fairy
spritzee	abilities	Healer
spritzee	abilities	Aroma Veil
spritzee	eggGroups	Fairy
aromatisse	types	Fairy
aromatisse	abilities	Healer
aromatisse	abilities	Aroma Veil
aromatisse	eggGroups	Fairy
swirlix	types	Fairy
swirlix	abilities	Sweet Veil
swirlix	abilities	Unburden
swirlix	eggGroups	Fairy
slurpuff	types	Fairy
slurpuff	abilities	Sweet Veil
slurpuff	abilities	Unburden
slurpuff	eggGroups	Fairy
inkay	types	Dark
inkay	types	Psychic
inkay	abilities	Contrary
inkay	abilities	Suction Cups
inkay	abilities	Infiltrator
inkay	eggGroups	Water 1
inkay	eggGroups	Water 2
malamar	types	Dark
malamar	types	Psychic
malamar	abilities	Contrary
malamar	abilities	Suction Cups
malamar	abilities	Infiltrator
malamar	eggGroups	Water 1
malamar	eggGroups	Water 2
binacle	types	Rock
binacle	types	Water
binacle	abilities	Tough Claws
binacle	abilities	Sniper
binacle	abilities	Pickpocket
binacle	eggGroups	Water 3
barbaracle	types	Rock
barbaracle	types	Water
barbaracle	abilities	Tough Claws
barbaracle	abilities	Sniper
barbaracle	abilities	Pickpocket
barbaracle	eggGroups	Water 3
skrelp	types	Poison
skrelp	types	Water
skrelp	abilities	Poison Point
skrelp	abilities	Poison Touch
skrelp	abilities	Adaptability
skrelp	eggGroups	Water 1
skrelp	eggGroups	Dragon
dragalge	types	Poison
dragalge	types	Dragon
dragalge	abilities	Poison Point
dragalge	abilities	Poison Touch
dragalge	abilities	Adaptability
dragalge	eggGroups	Water 1
dragalge	eggGroups	Dragon
clauncher	types	Water
clauncher	abilities	Mega Launcher
clauncher	eggGroups	Water 1
clauncher	eggGroups	Water 3
clawitzer	types	Water
clawitzer	abilities	Mega Launcher
clawitzer	eggGroups	Water 1
clawitzer	eggGroups	Water 3
helioptile	types	Electric
helioptile	types	Normal
helioptile	abilities	Dry Skin
helioptile	abilities	Sand Veil
helioptile	abilities	Solar Power
helioptile	eggGroups	Monster
helioptile	eggGroups	Dragon
heliolisk	types	Electric
heliolisk	types	Normal
heliolisk	abilities	Dry Skin
heliolisk	abilities	Sand Veil
heliolisk	abilities	Solar Power
heliolisk	eggGroups	Monster
heliolisk	eggGroups	Dragon
tyrunt	types	Rock
tyrunt	types	Dragon
tyrunt	abilities	Strong Jaw
tyrunt	abilities	Sturdy
tyrunt	eggGroups	Monster
tyrunt	eggGroups	Dragon
tyrantrum	types	Rock
tyrantrum	types	Dragon
tyrantrum	abilities	Strong Jaw
tyrantrum	abilities	Rock Head
tyrantrum	eggGroups	Monster
tyrantrum	eggGroups	Dragon
amaura	types	Rock
amaura	types	Ice
amaura	abilities	Refrigerate
amaura	abilities	Snow Warning
amaura	eggGroups	Monster
aurorus	types	Rock
aurorus	types	Ice
aurorus	abilities	Refrigerate
aurorus	abilities	Snow Warning
aurorus	eggGroups	Monster
sylveon	types	Fairy
sylveon	abilities	Cute Charm
sylveon	abilities	Pixilate
sylveon	eggGroups	Field
hawlucha	types	Fighting
hawlucha	types	Flying
hawlucha	abilities	Limber
hawlucha	abilities	Unburden
hawlucha	abilities	Mold Breaker
hawlucha	eggGroups	Human-Like
dedenne	types	Electric
dedenne	types	Fairy
dedenne	abilities	Cheek Pouch
dedenne	abilities	Pickup
dedenne	abilities	Plus
dedenne	eggGroups	Field
dedenne	eggGroups	Fairy
carbink	types	Rock
carbink	types	Fairy
carbink	abilities	Clear Body
carbink	abilities	Sturdy
carbink	eggGroups	Fairy
carbink	eggGroups	Mineral
goomy	types	Dragon
goomy	abilities	Sap Sipper
goomy	abilities	Hydration
goomy	abilities	Gooey
goomy	eggGroups	Dragon
sliggoo	types	Dragon
sliggoo	abilities	Sap Sipper
sliggoo	abilities	Hydration
sliggoo	abilities	Gooey
sliggoo	eggGroups	Dragon
goodra	types	Dragon
goodra	abilities	Sap Sipper
goodra	abilities	Hydration
goodra	abilities	Gooey
goodra	eggGroups	Dragon
klefki	types	Steel
klefki	types	Fairy
klefki	abilities	Prankster
klefki	abilities	Magician
klefki	eggGroups	Mineral
phantump	types	Ghost
phantump	types	Grass
phantump	abilities	Natural Cure
phantump	abilities	Frisk
phantump	abilities	Harvest
phantump	eggGroups	Grass
phantump	eggGroups	Amorphous
trevenant	types	Ghost
trevenant	types	Grass
trevenant	abilities	Natural Cure
trevenant	abilities	Frisk
trevenant	abilities	Harvest
trevenant	eggGroups	Grass
trevenant	eggGroups	Amorphous
pumpkaboo	types	Ghost
pumpkaboo	types	Grass
pumpkaboo	abilities	Pickup
pumpkaboo	abilities	Frisk
pumpkaboo	abilities	Insomnia
pumpkaboo	eggGroups	Amorphous
pumpkaboosmall	types	Ghost
pumpkaboosmall	types	Grass
pumpkaboosmall	abilities	Pickup
pumpkaboosmall	abilities	Frisk
pumpkaboosmall	abilities	Insomnia
pumpkaboosmall	eggGroups	Amorphous
pumpkaboolarge	types	Ghost
pumpkaboolarge	types	Grass
pumpkaboolarge	abilities	Pickup
pumpkaboolarge	abilities	Frisk
pumpkaboolarge	abilities	Insomnia
pumpkaboolarge	eggGroups	Amorphous
pumpkaboosuper	types	Ghost
pumpkaboosuper	types	Grass
pumpkaboosuper	abilities	Pickup
pumpkaboosuper	abilities	Frisk
pumpkaboosuper	abilities	Insomnia
pumpkaboosuper	eggGroups	Amorphous
gourgeist	types	Ghost
gourgeist	types	Grass
gourgeist	abilities	Pickup
gourgeist	abilities	Frisk
gourgeist	abilities	Insomnia
gourgeist	eggGroups	Amorphous
gourgeistsmall	types	Ghost
gourgeistsmall	types	Grass
gourgeistsmall	abilities	Pickup
gourgeistsmall	abilities	Frisk
gourgeistsmall	abilities	Insomnia
gourgeistsmall	eggGroups	Amorphous
gourgeistlarge	types	Ghost
gourgeistlarge	types	Grass
gourgeistlarge	abilities	Pickup
gourgeistlarge	abilities	Frisk
gourgeistlarge	abilities	Insomnia
gourgeistlarge	eggGroups	Amorphous
gourgeistsuper	types	Ghost
gourgeistsuper	types	Grass
gourgeistsuper	abilities	Pickup
gourgeistsuper	abilities	Frisk
gourgeistsuper	abilities	Insomnia
gourgeistsuper	eggGroups	Amorphous
bergmite	types	Ice
bergmite	abilities	Own Tempo
bergmite	abilities	Ice Body
bergmite	abilities	Sturdy
bergmite	eggGroups	Monster
avalugg	types	Ice
avalugg	abilities	Own Tempo
avalugg	abilities	Ice Body
avalugg	abilities	Sturdy
avalugg	eggGroups	Monster
noibat	types	Flying
noibat	types	Dragon
noibat	abilities	Frisk
noibat	abilities	Infiltrator
noibat	abilities	Telepathy
noibat	eggGroups	Flying
noivern	types	Flying
noivern	types	Dragon
noivern	abilities	Frisk
noivern	abilities	Infiltrator
noivern	abilities	Telepathy
noivern	eggGroups	Flying
xerneas	types	Fairy
xerneas	abilities	Fairy Aura
xerneas	eggGroups	Undiscovered
yveltal	types	Dark
yveltal	types	Flying
yveltal	abilities	Dark Aura
yveltal	eggGroups	Undiscovered
zygarde	types	Dragon
zygarde	types	Ground
zygarde	abilities	Aura Break
zygarde	abilities	Power Construct
zygarde	eggGroups	Undiscovered
zygarde10	types	Dragon
zygarde10	types	Ground
zygarde10	abilities	Aura Break
zygarde10	abilities	Power Construct
zygarde10	eggGroups	Undiscovered
zygardecomplete	types	Dragon
zygardecomplete	types	Ground
zygardecomplete	abilities	Power Construct
zygardecomplete	eggGroups	Undiscovered
diancie	types	Rock
diancie	types	Fairy
diancie	abilities	Clear Body
diancie	eggGroups	Undiscovered
dianciemega	types	Rock
dianciemega	types	Fairy
dianciemega	abilities	Magic Bounce
dianciemega	eggGroups	Undiscovered
hoopa	types	Psychic
hoopa	types	Ghost
hoopa	abilities	Magician
hoopa	eggGroups	Undiscovered
hoopaunbound	types	Psychic
hoopaunbound	types	Dark
hoopaunbound	abilities	Magician
hoopaunbound	eggGroups	Undiscovered
volcanion	types	Fire
volcanion	types	Water
volcanion	abilities	Water Absorb
volcanion	eggGroups	Undiscovered
rowlet	types	Grass
rowlet	types	Flying
rowlet	abilities	Overgrow
rowlet	abilities	Long Reach
rowlet	eggGroups	Flying
dartrix	types	Grass
dartrix	types	Flying
dartrix	abilities	Overgrow
dartrix	abilities	Long Reach
dartrix	eggGroups	Flying
decidueye	types	Grass
decidueye	types	Ghost
decidueye	abilities	Overgrow
