mon	feature_complex	feature	feature_val
marowak	move_substitute	move	substitute
marowak	move_substitute	move	substitute
marowak	move_bonemerang	move	bonemerang
marowak	move_doubleedge	move	doubleedge
marowak	move_rockslide	move	rockslide
marowak	move_firepunch	move	firepunch
marowak	move_earthquake	move	earthquake
marowak	move_protect	move	protect
marowak	move_swordsdance	move	swordsdance
marowakalola	move_flamecharge	move	flamecharge
marowakalola	move_shadowbone	move	shadowbone
marowakalola	move_bonemerang	move	bonemerang
marowakalola	move_willowisp	move	willowisp
marowakalola	move_stoneedge	move	stoneedge
marowakalola	move_flareblitz	move	flareblitz
marowakalola	move_substitute	move	substitute
tyrogue	move_highjumpkick	move	highjumpkick
tyrogue	move_rapidspin	move	rapidspin
tyrogue	move_fakeout	move	fakeout
tyrogue	move_bulletpunch	move	bulletpunch
tyrogue	move_machpunch	move	machpunch
tyrogue	move_toxic	move	toxic
tyrogue	move_counter	move	counter
tyrogue	move_highjumpkick	move	highjumpkick
tyrogue	move_fakeout	move	fakeout
tyrogue	move_bulletpunch	move	bulletpunch
tyrogue	move_machpunch	move	machpunch
tyrogue	move_helpinghand	move	helpinghand
tyrogue	move_protect	move	protect
hitmonlee	move_highjumpkick	move	highjumpkick
hitmonlee	move_knockoff	move	knockoff
hitmonlee	move_stoneedge	move	stoneedge
hitmonlee	move_rapidspin	move	rapidspin
hitmonlee	move_machpunch	move	machpunch
hitmonlee	move_poisonjab	move	poisonjab
hitmonlee	move_fakeout	move	fakeout
hitmonlee	move_knockoff	move	knockoff
hitmonlee	move_rockslide	move	rockslide
hitmonlee	move_machpunch	move	machpunch
hitmonlee	move_fakeout	move	fakeout
hitmonlee	move_highjumpkick	move	highjumpkick
hitmonlee	move_earthquake	move	earthquake
hitmonlee	move_blazekick	move	blazekick
hitmonlee	move_wideguard	move	wideguard
hitmonlee	move_protect	move	protect
hitmonchan	move_bulkup	move	bulkup
hitmonchan	move_drainpunch	move	drainpunch
hitmonchan	move_icepunch	move	icepunch
hitmonchan	move_firepunch	move	firepunch
hitmonchan	move_machpunch	move	machpunch
hitmonchan	move_rapidspin	move	rapidspin
hitmonchan	move_fakeout	move	fakeout
hitmonchan	move_drainpunch	move	drainpunch
hitmonchan	move_icepunch	move	icepunch
hitmonchan	move_firepunch	move	firepunch
hitmonchan	move_machpunch	move	machpunch
hitmonchan	move_earthquake	move	earthquake
hitmonchan	move_rockslide	move	rockslide
hitmonchan	move_protect	move	protect
hitmonchan	move_thunderpunch	move	thunderpunch
hitmontop	move_suckerpunch	move	suckerpunch
hitmontop	move_machpunch	move	machpunch
hitmontop	move_rapidspin	move	rapidspin
hitmontop	move_closecombat	move	closecombat
hitmontop	move_toxic	move	toxic
hitmontop	move_fakeout	move	fakeout
hitmontop	move_feint	move	feint
hitmontop	move_suckerpunch	move	suckerpunch
hitmontop	move_closecombat	move	closecombat
hitmontop	move_helpinghand	move	helpinghand
hitmontop	move_machpunch	move	machpunch
hitmontop	move_wideguard	move	wideguard
lickitung	move_wish	move	wish
lickitung	move_protect	move	protect
lickitung	move_dragontail	move	dragontail
lickitung	move_curse	move	curse
lickitung	move_bodyslam	move	bodyslam
lickitung	move_return	move	return
lickitung	move_powerwhip	move	powerwhip
lickitung	move_swordsdance	move	swordsdance
lickitung	move_earthquake	move	earthquake
lickitung	move_toxic	move	toxic
lickitung	move_healbell	move	healbell
lickitung	move_wish	move	wish
lickitung	move_protect	move	protect
lickitung	move_dragontail	move	dragontail
lickitung	move_knockoff	move	knockoff
lickitung	move_bodyslam	move	bodyslam
lickitung	move_return	move	return
lickitung	move_powerwhip	move	powerwhip
lickitung	move_swordsdance	move	swordsdance
lickitung	move_earthquake	move	earthquake
lickitung	move_toxic	move	toxic
lickitung	move_healbell	move	healbell
lickilicky	move_wish	move	wish
lickilicky	move_protect	move	protect
lickilicky	move_bodyslam	move	bodyslam
lickilicky	move_knockoff	move	knockoff
lickilicky	move_dragontail	move	dragontail
lickilicky	move_healbell	move	healbell
lickilicky	move_swordsdance	move	swordsdance
lickilicky	move_explosion	move	explosion
lickilicky	move_earthquake	move	earthquake
lickilicky	move_powerwhip	move	powerwhip
lickilicky	move_wish	move	wish
lickilicky	move_protect	move	protect
lickilicky	move_dragontail	move	dragontail
lickilicky	move_knockoff	move	knockoff
lickilicky	move_bodyslam	move	bodyslam
lickilicky	move_rockslide	move	rockslide
lickilicky	move_powerwhip	move	powerwhip
lickilicky	move_earthquake	move	earthquake
lickilicky	move_toxic	move	toxic
lickilicky	move_healbell	move	healbell
lickilicky	move_explosion	move	explosion
koffing	move_painsplit	move	painsplit
koffing	move_sludgebomb	move	sludgebomb
koffing	move_willowisp	move	willowisp
koffing	move_fireblast	move	fireblast
koffing	move_toxic	move	toxic
koffing	move_clearsmog	move	clearsmog
koffing	move_rest	move	rest
koffing	move_sleeptalk	move	sleeptalk
koffing	move_thunderbolt	move	thunderbolt
koffing	move_protect	move	protect
koffing	move_sludgebomb	move	sludgebomb
koffing	move_willowisp	move	willowisp
koffing	move_fireblast	move	fireblast
koffing	move_toxic	move	toxic
koffing	move_rest	move	rest
koffing	move_sleeptalk	move	sleeptalk
koffing	move_thunderbolt	move	thunderbolt
weezing	move_painsplit	move	painsplit
weezing	move_sludgebomb	move	sludgebomb
weezing	move_willowisp	move	willowisp
weezing	move_fireblast	move	fireblast
weezing	move_protect	move	protect
weezing	move_toxicspikes	move	toxicspikes
weezing	move_protect	move	protect
weezing	move_sludgebomb	move	sludgebomb
weezing	move_willowisp	move	willowisp
weezing	move_fireblast	move	fireblast
weezing	move_toxic	move	toxic
weezing	move_painsplit	move	painsplit
weezing	move_thunderbolt	move	thunderbolt
weezing	move_explosion	move	explosion
rhyhorn	move_stoneedge	move	stoneedge
rhyhorn	move_earthquake	move	earthquake
rhyhorn	move_aquatail	move	aquatail
rhyhorn	move_megahorn	move	megahorn
rhyhorn	move_stealthrock	move	stealthrock
rhyhorn	move_rockblast	move	rockblast
rhyhorn	move_rockpolish	move	rockpolish
rhyhorn	move_stoneedge	move	stoneedge
rhyhorn	move_earthquake	move	earthquake
rhyhorn	move_aquatail	move	aquatail
rhyhorn	move_megahorn	move	megahorn
rhyhorn	move_stealthrock	move	stealthrock
rhyhorn	move_rockslide	move	rockslide
rhyhorn	move_protect	move	protect
rhydon	move_stealthrock	move	stealthrock
rhydon	move_earthquake	move	earthquake
rhydon	move_rockblast	move	rockblast
rhydon	move_roar	move	roar
rhydon	move_swordsdance	move	swordsdance
rhydon	move_stoneedge	move	stoneedge
rhydon	move_megahorn	move	megahorn
rhydon	move_rockpolish	move	rockpolish
rhydon	move_stoneedge	move	stoneedge
rhydon	move_earthquake	move	earthquake
rhydon	move_aquatail	move	aquatail
rhydon	move_megahorn	move	megahorn
rhydon	move_stealthrock	move	stealthrock
rhydon	move_rockslide	move	rockslide
rhydon	move_protect	move	protect
rhyperior	move_stoneedge	move	stoneedge
rhyperior	move_earthquake	move	earthquake
rhyperior	move_aquatail	move	aquatail
rhyperior	move_megahorn	move	megahorn
rhyperior	move_stealthrock	move	stealthrock
rhyperior	move_rockblast	move	rockblast
rhyperior	move_rockpolish	move	rockpolish
rhyperior	move_dragontail	move	dragontail
rhyperior	move_stoneedge	move	stoneedge
rhyperior	move_earthquake	move	earthquake
rhyperior	move_hammerarm	move	hammerarm
rhyperior	move_megahorn	move	megahorn
rhyperior	move_stealthrock	move	stealthrock
rhyperior	move_rockslide	move	rockslide
rhyperior	move_protect	move	protect
happiny	move_aromatherapy	move	aromatherapy
happiny	move_toxic	move	toxic
happiny	move_thunderwave	move	thunderwave
happiny	move_counter	move	counter
happiny	move_endeavor	move	endeavor
happiny	move_lightscreen	move	lightscreen
happiny	move_fireblast	move	fireblast
happiny	move_aromatherapy	move	aromatherapy
happiny	move_toxic	move	toxic
happiny	move_thunderwave	move	thunderwave
happiny	move_helpinghand	move	helpinghand
happiny	move_swagger	move	swagger
happiny	move_lightscreen	move	lightscreen
happiny	move_fireblast	move	fireblast
happiny	move_protect	move	protect
chansey	move_softboiled	move	softboiled
chansey	move_healbell	move	healbell
chansey	move_stealthrock	move	stealthrock
chansey	move_thunderwave	move	thunderwave
chansey	move_toxic	move	toxic
chansey	move_seismictoss	move	seismictoss
chansey	move_wish	move	wish
chansey	move_protect	move	protect
chansey	move_counter	move	counter
chansey	move_aromatherapy	move	aromatherapy
chansey	move_toxic	move	toxic
chansey	move_thunderwave	move	thunderwave
chansey	move_helpinghand	move	helpinghand
chansey	move_softboiled	move	softboiled
chansey	move_lightscreen	move	lightscreen
chansey	move_seismictoss	move	seismictoss
chansey	move_protect	move	protect
chansey	move_wish	move	wish
blissey	move_toxic	move	toxic
blissey	move_flamethrower	move	flamethrower
blissey	move_seismictoss	move	seismictoss
blissey	move_softboiled	move	softboiled
blissey	move_wish	move	wish
blissey	move_healbell	move	healbell
blissey	move_protect	move	protect
blissey	move_thunderwave	move	thunderwave
blissey	move_stealthrock	move	stealthrock
blissey	move_wish	move	wish
blissey	move_softboiled	move	softboiled
blissey	move_protect	move	protect
blissey	move_toxic	move	toxic
blissey	move_aromatherapy	move	aromatherapy
blissey	move_seismictoss	move	seismictoss
blissey	move_helpinghand	move	helpinghand
blissey	move_thunderwave	move	thunderwave
blissey	move_flamethrower	move	flamethrower
blissey	move_icebeam	move	icebeam
tangela	move_gigadrain	move	gigadrain
tangela	move_sleeppowder	move	sleeppowder
tangela	move_hiddenpowerfire	move	hiddenpowerfire
tangela	move_hiddenpowerice	move	hiddenpowerice
tangela	move_leechseed	move	leechseed
tangela	move_knockoff	move	knockoff
tangela	move_leafstorm	move	leafstorm
tangela	move_sludgebomb	move	sludgebomb
tangela	move_synthesis	move	synthesis
tangela	move_gigadrain	move	gigadrain
tangela	move_sleeppowder	move	sleeppowder
tangela	move_hiddenpowerrock	move	hiddenpowerrock
tangela	move_hiddenpowerice	move	hiddenpowerice
tangela	move_leechseed	move	leechseed
tangela	move_knockoff	move	knockoff
tangela	move_leafstorm	move	leafstorm
tangela	move_stunspore	move	stunspore
tangela	move_protect	move	protect
tangela	move_hiddenpowerfire	move	hiddenpowerfire
tangrowth	move_gigadrain	move	gigadrain
tangrowth	move_leafstorm	move	leafstorm
tangrowth	move_knockoff	move	knockoff
tangrowth	move_earthquake	move	earthquake
tangrowth	move_hiddenpowerfire	move	hiddenpowerfire
tangrowth	move_rockslide	move	rockslide
tangrowth	move_sleeppowder	move	sleeppowder
tangrowth	move_leechseed	move	leechseed
tangrowth	move_synthesis	move	synthesis
tangrowth	move_gigadrain	move	gigadrain
tangrowth	move_sleeppowder	move	sleeppowder
tangrowth	move_hiddenpowerice	move	hiddenpowerice
tangrowth	move_leechseed	move	leechseed
tangrowth	move_knockoff	move	knockoff
tangrowth	move_ragepowder	move	ragepowder
tangrowth	move_focusblast	move	focusblast
tangrowth	move_protect	move	protect
tangrowth	move_powerwhip	move	powerwhip
tangrowth	move_earthquake	move	earthquake
kangaskhan	move_return	move	return
kangaskhan	move_suckerpunch	move	suckerpunch
kangaskhan	move_earthquake	move	earthquake
kangaskhan	move_drainpunch	move	drainpunch
kangaskhan	move_crunch	move	crunch
kangaskhan	move_fakeout	move	fakeout
kangaskhan	move_fakeout	move	fakeout
kangaskhan	move_return	move	return
kangaskhan	move_suckerpunch	move	suckerpunch
kangaskhan	move_earthquake	move	earthquake
kangaskhan	move_doubleedge	move	doubleedge
kangaskhan	move_drainpunch	move	drainpunch
kangaskhan	move_crunch	move	crunch
kangaskhan	move_protect	move	protect
kangaskhanmega	move_fakeout	move	fakeout
kangaskhanmega	move_return	move	return
kangaskhanmega	move_suckerpunch	move	suckerpunch
kangaskhanmega	move_earthquake	move	earthquake
kangaskhanmega	move_poweruppunch	move	poweruppunch
kangaskhanmega	move_crunch	move	crunch
kangaskhanmega	move_fakeout	move	fakeout
kangaskhanmega	move_return	move	return
kangaskhanmega	move_suckerpunch	move	suckerpunch
kangaskhanmega	move_earthquake	move	earthquake
kangaskhanmega	move_doubleedge	move	doubleedge
kangaskhanmega	move_poweruppunch	move	poweruppunch
kangaskhanmega	move_drainpunch	move	drainpunch
kangaskhanmega	move_crunch	move	crunch
kangaskhanmega	move_protect	move	protect
horsea	move_hydropump	move	hydropump
horsea	move_icebeam	move	icebeam
horsea	move_substitute	move	substitute
horsea	move_hiddenpowergrass	move	hiddenpowergrass
horsea	move_raindance	move	raindance
horsea	move_hydropump	move	hydropump
horsea	move_icebeam	move	icebeam
horsea	move_substitute	move	substitute
horsea	move_hiddenpowergrass	move	hiddenpowergrass
horsea	move_raindance	move	raindance
horsea	move_muddywater	move	muddywater
horsea	move_protect	move	protect
seadra	move_hydropump	move	hydropump
seadra	move_icebeam	move	icebeam
seadra	move_agility	move	agility
seadra	move_substitute	move	substitute
seadra	move_hiddenpowergrass	move	hiddenpowergrass
seadra	move_hydropump	move	hydropump
seadra	move_icebeam	move	icebeam
seadra	move_substitute	move	substitute
seadra	move_hiddenpowergrass	move	hiddenpowergrass
seadra	move_agility	move	agility
seadra	move_muddywater	move	muddywater
seadra	move_protect	move	protect
kingdra	move_dragondance	move	dragondance
kingdra	move_waterfall	move	waterfall
kingdra	move_outrage	move	outrage
kingdra	move_ironhead	move	ironhead
kingdra	move_substitute	move	substitute
kingdra	move_raindance	move	raindance
kingdra	move_hydropump	move	hydropump
kingdra	move_dracometeor	move	dracometeor
kingdra	move_hydropump	move	hydropump
kingdra	move_icebeam	move	icebeam
kingdra	move_focusenergy	move	focusenergy
kingdra	move_dracometeor	move	dracometeor
kingdra	move_dragonpulse	move	dragonpulse
kingdra	move_muddywater	move	muddywater
kingdra	move_protect	move	protect
goldeen	move_waterfall	move	waterfall
goldeen	move_megahorn	move	megahorn
goldeen	move_knockoff	move	knockoff
goldeen	move_drillrun	move	drillrun
goldeen	move_icebeam	move	icebeam
goldeen	move_waterfall	move	waterfall
goldeen	move_megahorn	move	megahorn
goldeen	move_knockoff	move	knockoff
goldeen	move_drillrun	move	drillrun
goldeen	move_icebeam	move	icebeam
goldeen	move_protect	move	protect
seaking	move_waterfall	move	waterfall
seaking	move_megahorn	move	megahorn
seaking	move_knockoff	move	knockoff
seaking	move_drillrun	move	drillrun
seaking	move_scald	move	scald
seaking	move_icebeam	move	icebeam
seaking	move_waterfall	move	waterfall
seaking	move_surf	move	surf
seaking	move_megahorn	move	megahorn
seaking	move_knockoff	move	knockoff
seaking	move_drillrun	move	drillrun
seaking	move_icebeam	move	icebeam
seaking	move_icywind	move	icywind
seaking	move_protect	move	protect
staryu	move_scald	move	scald
staryu	move_thunderbolt	move	thunderbolt
staryu	move_icebeam	move	icebeam
staryu	move_rapidspin	move	rapidspin
staryu	move_recover	move	recover
staryu	move_dazzlinggleam	move	dazzlinggleam
staryu	move_hydropump	move	hydropump
staryu	move_scald	move	scald
staryu	move_thunderbolt	move	thunderbolt
staryu	move_icebeam	move	icebeam
staryu	move_protect	move	protect
staryu	move_recover	move	recover
staryu	move_dazzlinggleam	move	dazzlinggleam
staryu	move_hydropump	move	hydropump
starmie	move_thunderbolt	move	thunderbolt
starmie	move_icebeam	move	icebeam
starmie	move_rapidspin	move	rapidspin
starmie	move_recover	move	recover
starmie	move_psyshock	move	psyshock
starmie	move_scald	move	scald
starmie	move_hydropump	move	hydropump
starmie	move_surf	move	surf
starmie	move_thunderbolt	move	thunderbolt
starmie	move_icebeam	move	icebeam
starmie	move_protect	move	protect
starmie	move_recover	move	recover
starmie	move_psychic	move	psychic
starmie	move_psyshock	move	psyshock
starmie	move_scald	move	scald
starmie	move_hydropump	move	hydropump
mimejr	move_batonpass	move	batonpass
mimejr	move_psychic	move	psychic
mimejr	move_thunderwave	move	thunderwave
mimejr	move_hiddenpowerfighting	move	hiddenpowerfighting
mimejr	move_healingwish	move	healingwish
mimejr	move_nastyplot	move	nastyplot
mimejr	move_thunderbolt	move	thunderbolt
mimejr	move_encore	move	encore
mimejr	move_fakeout	move	fakeout
mimejr	move_psychic	move	psychic
mimejr	move_thunderwave	move	thunderwave
mimejr	move_hiddenpowerfighting	move	hiddenpowerfighting
mimejr	move_healingwish	move	healingwish
mimejr	move_nastyplot	move	nastyplot
mimejr	move_thunderbolt	move	thunderbolt
mimejr	move_encore	move	encore
mimejr	move_icywind	move	icywind
mimejr	move_protect	move	protect
mrmime	move_nastyplot	move	nastyplot
mrmime	move_psychic	move	psychic
mrmime	move_psyshock	move	psyshock
mrmime	move_dazzlinggleam	move	dazzlinggleam
mrmime	move_shadowball	move	shadowball
mrmime	move_batonpass	move	batonpass
mrmime	move_focusblast	move	focusblast
mrmime	move_healingwish	move	healingwish
mrmime	move_encore	move	encore
mrmime	move_fakeout	move	fakeout
mrmime	move_thunderwave	move	thunderwave
mrmime	move_hiddenpowerfighting	move	hiddenpowerfighting
mrmime	move_teeterdance	move	teeterdance
mrmime	move_thunderbolt	move	thunderbolt
mrmime	move_encore	move	encore
mrmime	move_icywind	move	icywind
mrmime	move_protect	move	protect
mrmime	move_wideguard	move	wideguard
mrmime	move_dazzlinggleam	move	dazzlinggleam
scyther	move_swordsdance	move	swordsdance
scyther	move_roost	move	roost
scyther	move_bugbite	move	bugbite
scyther	move_quickattack	move	quickattack
scyther	move_brickbreak	move	brickbreak
scyther	move_aerialace	move	aerialace
scyther	move_batonpass	move	batonpass
scyther	move_uturn	move	uturn
scyther	move_knockoff	move	knockoff
scyther	move_swordsdance	move	swordsdance
scyther	move_protect	move	protect
scyther	move_bugbite	move	bugbite
scyther	move_quickattack	move	quickattack
scyther	move_brickbreak	move	brickbreak
scyther	move_aerialace	move	aerialace
scyther	move_feint	move	feint
scyther	move_uturn	move	uturn
scyther	move_knockoff	move	knockoff
scizor	move_swordsdance	move	swordsdance
scizor	move_bulletpunch	move	bulletpunch
scizor	move_bugbite	move	bugbite
scizor	move_superpower	move	superpower
scizor	move_uturn	move	uturn
scizor	move_pursuit	move	pursuit
scizor	move_knockoff	move	knockoff
scizor	move_swordsdance	move	swordsdance
scizor	move_roost	move	roost
scizor	move_bulletpunch	move	bulletpunch
scizor	move_bugbite	move	bugbite
scizor	move_superpower	move	superpower
scizor	move_uturn	move	uturn
scizor	move_protect	move	protect
scizor	move_feint	move	feint
scizor	move_knockoff	move	knockoff
scizormega	move_swordsdance	move	swordsdance
scizormega	move_roost	move	roost
scizormega	move_bulletpunch	move	bulletpunch
scizormega	move_bugbite	move	bugbite
scizormega	move_superpower	move	superpower
scizormega	move_uturn	move	uturn
scizormega	move_batonpass	move	batonpass
scizormega	move_pursuit	move	pursuit
scizormega	move_defog	move	defog
scizormega	move_knockoff	move	knockoff
scizormega	move_swordsdance	move	swordsdance
scizormega	move_roost	move	roost
scizormega	move_bulletpunch	move	bulletpunch
scizormega	move_bugbite	move	bugbite
scizormega	move_superpower	move	superpower
scizormega	move_uturn	move	uturn
scizormega	move_protect	move	protect
scizormega	move_feint	move	feint
scizormega	move_knockoff	move	knockoff
smoochum	move_icebeam	move	icebeam
smoochum	move_psychic	move	psychic
smoochum	move_hiddenpowerfighting	move	hiddenpowerfighting
smoochum	move_trick	move	trick
smoochum	move_shadowball	move	shadowball
smoochum	move_grassknot	move	grassknot
smoochum	move_icebeam	move	icebeam
smoochum	move_psychic	move	psychic
smoochum	move_hiddenpowerfighting	move	hiddenpowerfighting
smoochum	move_trick	move	trick
smoochum	move_shadowball	move	shadowball
smoochum	move_grassknot	move	grassknot
smoochum	move_fakeout	move	fakeout
smoochum	move_protect	move	protect
jynx	move_icebeam	move	icebeam
jynx	move_psychic	move	psychic
jynx	move_focusblast	move	focusblast
jynx	move_trick	move	trick
jynx	move_nastyplot	move	nastyplot
jynx	move_lovelykiss	move	lovelykiss
jynx	move_substitute	move	substitute
jynx	move_psyshock	move	psyshock
jynx	move_icebeam	move	icebeam
jynx	move_psychic	move	psychic
jynx	move_hiddenpowerfighting	move	hiddenpowerfighting
jynx	move_shadowball	move	shadowball
jynx	move_protect	move	protect
jynx	move_lovelykiss	move	lovelykiss
jynx	move_substitute	move	substitute
jynx	move_psyshock	move	psyshock
elekid	move_thunderbolt	move	thunderbolt
elekid	move_crosschop	move	crosschop
elekid	move_voltswitch	move	voltswitch
elekid	move_substitute	move	substitute
elekid	move_icepunch	move	icepunch
elekid	move_psychic	move	psychic
elekid	move_hiddenpowergrass	move	hiddenpowergrass
elekid	move_thunderbolt	move	thunderbolt
elekid	move_crosschop	move	crosschop
elekid	move_voltswitch	move	voltswitch
elekid	move_substitute	move	substitute
elekid	move_icepunch	move	icepunch
elekid	move_psychic	move	psychic
elekid	move_hiddenpowergrass	move	hiddenpowergrass
elekid	move_protect	move	protect
electabuzz	move_thunderbolt	move	thunderbolt
electabuzz	move_voltswitch	move	voltswitch
electabuzz	move_substitute	move	substitute
electabuzz	move_hiddenpowerice	move	hiddenpowerice
electabuzz	move_hiddenpowergrass	move	hiddenpowergrass
electabuzz	move_focusblast	move	focusblast
electabuzz	move_psychic	move	psychic
electabuzz	move_thunderbolt	move	thunderbolt
electabuzz	move_crosschop	move	crosschop
electabuzz	move_voltswitch	move	voltswitch
electabuzz	move_substitute	move	substitute
electabuzz	move_icepunch	move	icepunch
electabuzz	move_psychic	move	psychic
electabuzz	move_hiddenpowergrass	move	hiddenpowergrass
electabuzz	move_protect	move	protect
electabuzz	move_focusblast	move	focusblast
electabuzz	move_discharge	move	discharge
electivire	move_wildcharge	move	wildcharge
electivire	move_crosschop	move	crosschop
electivire	move_icepunch	move	icepunch
electivire	move_flamethrower	move	flamethrower
electivire	move_earthquake	move	earthquake
electivire	move_voltswitch	move	voltswitch
electivire	move_wildcharge	move	wildcharge
electivire	move_crosschop	move	crosschop
electivire	move_icepunch	move	icepunch
electivire	move_substitute	move	substitute
electivire	move_flamethrower	move	flamethrower
electivire	move_earthquake	move	earthquake
electivire	move_protect	move	protect
electivire	move_followme	move	followme
magby	move_flareblitz	move	flareblitz
magby	move_substitute	move	substitute
magby	move_fireblast	move	fireblast
magby	move_hiddenpowergrass	move	hiddenpowergrass
magby	move_hiddenpowerice	move	hiddenpowerice
magby	move_crosschop	move	crosschop
magby	move_thunderpunch	move	thunderpunch
magby	move_overheat	move	overheat
magmar	move_flareblitz	move	flareblitz
magmar	move_substitute	move	substitute
magmar	move_fireblast	move	fireblast
magmar	move_hiddenpowergrass	move	hiddenpowergrass
magmar	move_hiddenpowerice	move	hiddenpowerice
magmar	move_crosschop	move	crosschop
magmar	move_thunderpunch	move	thunderpunch
magmar	move_focusblast	move	focusblast
magmortar	move_fireblast	move	fireblast
magmortar	move_focusblast	move	focusblast
magmortar	move_hiddenpowergrass	move	hiddenpowergrass
magmortar	move_hiddenpowerice	move	hiddenpowerice
magmortar	move_thunderbolt	move	thunderbolt
magmortar	move_earthquake	move	earthquake
magmortar	move_substitute	move	substitute
magmortar	move_fireblast	move	fireblast
magmortar	move_taunt	move	taunt
magmortar	move_focusblast	move	focusblast
magmortar	move_hiddenpowergrass	move	hiddenpowergrass
magmortar	move_hiddenpowerice	move	hiddenpowerice
magmortar	move_thunderbolt	move	thunderbolt
magmortar	move_heatwave	move	heatwave
magmortar	move_willowisp	move	willowisp
magmortar	move_protect	move	protect
magmortar	move_followme	move	followme
pinsir	move_earthquake	move	earthquake
pinsir	move_xscissor	move	xscissor
pinsir	move_closecombat	move	closecombat
pinsir	move_stoneedge	move	stoneedge
pinsir	move_stealthrock	move	stealthrock
pinsir	move_knockoff	move	knockoff
pinsir	move_protect	move	protect
pinsir	move_swordsdance	move	swordsdance
pinsir	move_xscissor	move	xscissor
pinsir	move_earthquake	move	earthquake
pinsir	move_closecombat	move	closecombat
pinsir	move_substitute	move	substitute
pinsir	move_rockslide	move	rockslide
pinsirmega	move_swordsdance	move	swordsdance
pinsirmega	move_earthquake	move	earthquake
pinsirmega	move_closecombat	move	closecombat
pinsirmega	move_quickattack	move	quickattack
pinsirmega	move_return	move	return
pinsirmega	move_feint	move	feint
pinsirmega	move_protect	move	protect
pinsirmega	move_swordsdance	move	swordsdance
pinsirmega	move_xscissor	move	xscissor
pinsirmega	move_earthquake	move	earthquake
pinsirmega	move_closecombat	move	closecombat
pinsirmega	move_substitute	move	substitute
pinsirmega	move_quickattack	move	quickattack
pinsirmega	move_return	move	return
pinsirmega	move_rockslide	move	rockslide
tauros	move_rockclimb	move	rockclimb
tauros	move_earthquake	move	earthquake
tauros	move_zenheadbutt	move	zenheadbutt
tauros	move_rockslide	move	rockslide
tauros	move_doubleedge	move	doubleedge
tauros	move_return	move	return
tauros	move_earthquake	move	earthquake
tauros	move_zenheadbutt	move	zenheadbutt
tauros	move_rockslide	move	rockslide
tauros	move_stoneedge	move	stoneedge
tauros	move_protect	move	protect
tauros	move_doubleedge	move	doubleedge
magikarp	move_bounce	move	bounce
magikarp	move_flail	move	flail
magikarp	move_tackle	move	tackle
magikarp	move_hydropump	move	hydropump
gyarados	move_dragondance	move	dragondance
gyarados	move_waterfall	move	waterfall
gyarados	move_earthquake	move	earthquake
gyarados	move_bounce	move	bounce
gyarados	move_rest	move	rest
gyarados	move_sleeptalk	move	sleeptalk
gyarados	move_dragontail	move	dragontail
gyarados	move_stoneedge	move	stoneedge
gyarados	move_substitute	move	substitute
gyarados	move_dragondance	move	dragondance
gyarados	move_waterfall	move	waterfall
gyarados	move_earthquake	move	earthquake
gyarados	move_bounce	move	bounce
gyarados	move_taunt	move	taunt
gyarados	move_protect	move	protect
gyarados	move_thunderwave	move	thunderwave
gyarados	move_stoneedge	move	stoneedge
gyarados	move_substitute	move	substitute
gyarados	move_icefang	move	icefang
gyaradosmega	move_dragondance	move	dragondance
gyaradosmega	move_waterfall	move	waterfall
gyaradosmega	move_earthquake	move	earthquake
gyaradosmega	move_substitute	move	substitute
gyaradosmega	move_icefang	move	icefang
gyaradosmega	move_crunch	move	crunch
gyaradosmega	move_dragondance	move	dragondance
gyaradosmega	move_waterfall	move	waterfall
gyaradosmega	move_earthquake	move	earthquake
gyaradosmega	move_bounce	move	bounce
gyaradosmega	move_taunt	move	taunt
gyaradosmega	move_protect	move	protect
gyaradosmega	move_thunderwave	move	thunderwave
gyaradosmega	move_stoneedge	move	stoneedge
gyaradosmega	move_substitute	move	substitute
gyaradosmega	move_icefang	move	icefang
lapras	move_icebeam	move	icebeam
lapras	move_thunderbolt	move	thunderbolt
lapras	move_healbell	move	healbell
lapras	move_toxic	move	toxic
lapras	move_hydropump	move	hydropump
lapras	move_substitute	move	substitute
lapras	move_icebeam	move	icebeam
lapras	move_thunderbolt	move	thunderbolt
lapras	move_healbell	move	healbell
lapras	move_hydropump	move	hydropump
lapras	move_surf	move	surf
lapras	move_substitute	move	substitute
lapras	move_protect	move	protect
lapras	move_iceshard	move	iceshard
lapras	move_icywind	move	icywind
ditto	move_transform	move	transform
eevee	move_quickattack	move	quickattack
eevee	move_return	move	return
eevee	move_bite	move	bite
eevee	move_batonpass	move	batonpass
eevee	move_irontail	move	irontail
eevee	move_yawn	move	yawn
eevee	move_protect	move	protect
eevee	move_wish	move	wish
eevee	move_quickattack	move	quickattack
eevee	move_return	move	return
eevee	move_bite	move	bite
eevee	move_helpinghand	move	helpinghand
eevee	move_irontail	move	irontail
eevee	move_yawn	move	yawn
eevee	move_protect	move	protect
eevee	move_wish	move	wish
vaporeon	move_wish	move	wish
vaporeon	move_protect	move	protect
vaporeon	move_scald	move	scald
vaporeon	move_roar	move	roar
vaporeon	move_icebeam	move	icebeam
vaporeon	move_healbell	move	healbell
vaporeon	move_batonpass	move	batonpass
vaporeon	move_helpinghand	move	helpinghand
vaporeon	move_wish	move	wish
vaporeon	move_protect	move	protect
vaporeon	move_scald	move	scald
vaporeon	move_muddywater	move	muddywater
vaporeon	move_icebeam	move	icebeam
vaporeon	move_toxic	move	toxic
