mon	feature	feature_val
zapdos	types	Electric
zapdos	types	Flying
zapdos	abilities	Pressure
zapdos	abilities	Static
zapdos	eggGroups	Undiscovered
moltres	types	Fire
moltres	types	Flying
moltres	abilities	Pressure
moltres	abilities	Flame Body
moltres	eggGroups	Undiscovered
dratini	types	Dragon
dratini	abilities	Shed Skin
dratini	abilities	Marvel Scale
dratini	eggGroups	Water 1
dratini	eggGroups	Dragon
dragonair	types	Dragon
dragonair	abilities	Shed Skin
dragonair	abilities	Marvel Scale
dragonair	eggGroups	Water 1
dragonair	eggGroups	Dragon
dragonite	types	Dragon
dragonite	types	Flying
dragonite	abilities	Inner Focus
dragonite	abilities	Multiscale
dragonite	eggGroups	Water 1
dragonite	eggGroups	Dragon
mewtwo	types	Psychic
mewtwo	abilities	Pressure
mewtwo	abilities	Unnerve
mewtwo	eggGroups	Undiscovered
mewtwomegax	types	Psychic
mewtwomegax	types	Fighting
mewtwomegax	abilities	Steadfast
mewtwomegax	eggGroups	Undiscovered
mewtwomegay	types	Psychic
mewtwomegay	abilities	Insomnia
mewtwomegay	eggGroups	Undiscovered
mew	types	Psychic
mew	abilities	Synchronize
mew	eggGroups	Undiscovered
chikorita	types	Grass
chikorita	abilities	Overgrow
chikorita	abilities	Leaf Guard
chikorita	eggGroups	Monster
chikorita	eggGroups	Grass
bayleef	types	Grass
bayleef	abilities	Overgrow
bayleef	abilities	Leaf Guard
bayleef	eggGroups	Monster
bayleef	eggGroups	Grass
meganium	types	Grass
meganium	abilities	Overgrow
meganium	abilities	Leaf Guard
meganium	eggGroups	Monster
meganium	eggGroups	Grass
cyndaquil	types	Fire
cyndaquil	abilities	Blaze
cyndaquil	abilities	Flash Fire
cyndaquil	eggGroups	Field
quilava	types	Fire
quilava	abilities	Blaze
quilava	abilities	Flash Fire
quilava	eggGroups	Field
typhlosion	types	Fire
typhlosion	abilities	Blaze
typhlosion	abilities	Flash Fire
typhlosion	eggGroups	Field
totodile	types	Water
totodile	abilities	Torrent
totodile	abilities	Sheer Force
totodile	eggGroups	Monster
totodile	eggGroups	Water 1
croconaw	types	Water
croconaw	abilities	Torrent
croconaw	abilities	Sheer Force
croconaw	eggGroups	Monster
croconaw	eggGroups	Water 1
feraligatr	types	Water
feraligatr	abilities	Torrent
feraligatr	abilities	Sheer Force
feraligatr	eggGroups	Monster
feraligatr	eggGroups	Water 1
sentret	types	Normal
sentret	abilities	Run Away
sentret	abilities	Keen Eye
sentret	abilities	Frisk
sentret	eggGroups	Field
furret	types	Normal
furret	abilities	Run Away
furret	abilities	Keen Eye
furret	abilities	Frisk
furret	eggGroups	Field
hoothoot	types	Normal
hoothoot	types	Flying
hoothoot	abilities	Insomnia
hoothoot	abilities	Keen Eye
hoothoot	abilities	Tinted Lens
hoothoot	eggGroups	Flying
noctowl	types	Normal
noctowl	types	Flying
noctowl	abilities	Insomnia
noctowl	abilities	Keen Eye
noctowl	abilities	Tinted Lens
noctowl	eggGroups	Flying
ledyba	types	Bug
ledyba	types	Flying
ledyba	abilities	Swarm
ledyba	abilities	Early Bird
ledyba	abilities	Rattled
ledyba	eggGroups	Bug
ledian	types	Bug
ledian	types	Flying
ledian	abilities	Swarm
ledian	abilities	Early Bird
ledian	abilities	Iron Fist
ledian	eggGroups	Bug
spinarak	types	Bug
spinarak	types	Poison
spinarak	abilities	Swarm
spinarak	abilities	Insomnia
spinarak	abilities	Sniper
spinarak	eggGroups	Bug
ariados	types	Bug
ariados	types	Poison
ariados	abilities	Swarm
ariados	abilities	Insomnia
ariados	abilities	Sniper
ariados	eggGroups	Bug
crobat	types	Poison
crobat	types	Flying
crobat	abilities	Inner Focus
crobat	abilities	Infiltrator
crobat	eggGroups	Flying
chinchou	types	Water
chinchou	types	Electric
chinchou	abilities	Volt Absorb
chinchou	abilities	Illuminate
chinchou	abilities	Water Absorb
chinchou	eggGroups	Water 2
lanturn	types	Water
lanturn	types	Electric
lanturn	abilities	Volt Absorb
lanturn	abilities	Illuminate
lanturn	abilities	Water Absorb
lanturn	eggGroups	Water 2
pichu	types	Electric
pichu	abilities	Static
pichu	abilities	Lightning Rod
pichu	eggGroups	Undiscovered
pichuspikyeared	types	Electric
pichuspikyeared	abilities	Static
pichuspikyeared	eggGroups	Undiscovered
cleffa	types	Fairy
cleffa	abilities	Cute Charm
cleffa	abilities	Magic Guard
cleffa	abilities	Friend Guard
cleffa	eggGroups	Undiscovered
igglybuff	types	Normal
igglybuff	types	Fairy
igglybuff	abilities	Cute Charm
igglybuff	abilities	Competitive
igglybuff	abilities	Friend Guard
igglybuff	eggGroups	Undiscovered
togepi	types	Fairy
togepi	abilities	Hustle
togepi	abilities	Serene Grace
togepi	abilities	Super Luck
togepi	eggGroups	Undiscovered
togetic	types	Fairy
togetic	types	Flying
togetic	abilities	Hustle
togetic	abilities	Serene Grace
togetic	abilities	Super Luck
togetic	eggGroups	Flying
togetic	eggGroups	Fairy
natu	types	Psychic
natu	types	Flying
natu	abilities	Synchronize
natu	abilities	Early Bird
natu	abilities	Magic Bounce
natu	eggGroups	Flying
xatu	types	Psychic
xatu	types	Flying
xatu	abilities	Synchronize
xatu	abilities	Early Bird
xatu	abilities	Magic Bounce
xatu	eggGroups	Flying
mareep	types	Electric
mareep	abilities	Static
mareep	abilities	Plus
mareep	eggGroups	Monster
mareep	eggGroups	Field
flaaffy	types	Electric
flaaffy	abilities	Static
flaaffy	abilities	Plus
flaaffy	eggGroups	Monster
flaaffy	eggGroups	Field
ampharos	types	Electric
ampharos	abilities	Static
ampharos	abilities	Plus
ampharos	eggGroups	Monster
ampharos	eggGroups	Field
ampharosmega	types	Electric
ampharosmega	types	Dragon
ampharosmega	abilities	Mold Breaker
ampharosmega	eggGroups	Monster
ampharosmega	eggGroups	Field
bellossom	types	Grass
bellossom	abilities	Chlorophyll
bellossom	abilities	Healer
bellossom	eggGroups	Grass
marill	types	Water
marill	types	Fairy
marill	abilities	Thick Fat
marill	abilities	Huge Power
marill	abilities	Sap Sipper
marill	eggGroups	Water 1
marill	eggGroups	Fairy
azumarill	types	Water
azumarill	types	Fairy
azumarill	abilities	Thick Fat
azumarill	abilities	Huge Power
azumarill	abilities	Sap Sipper
azumarill	eggGroups	Water 1
azumarill	eggGroups	Fairy
sudowoodo	types	Rock
sudowoodo	abilities	Sturdy
sudowoodo	abilities	Rock Head
sudowoodo	abilities	Rattled
sudowoodo	eggGroups	Mineral
politoed	types	Water
politoed	abilities	Water Absorb
politoed	abilities	Damp
politoed	abilities	Drizzle
politoed	eggGroups	Water 1
hoppip	types	Grass
hoppip	types	Flying
hoppip	abilities	Chlorophyll
hoppip	abilities	Leaf Guard
hoppip	abilities	Infiltrator
hoppip	eggGroups	Fairy
hoppip	eggGroups	Grass
skiploom	types	Grass
skiploom	types	Flying
skiploom	abilities	Chlorophyll
skiploom	abilities	Leaf Guard
skiploom	abilities	Infiltrator
skiploom	eggGroups	Fairy
skiploom	eggGroups	Grass
jumpluff	types	Grass
jumpluff	types	Flying
jumpluff	abilities	Chlorophyll
jumpluff	abilities	Leaf Guard
jumpluff	abilities	Infiltrator
jumpluff	eggGroups	Fairy
jumpluff	eggGroups	Grass
aipom	types	Normal
aipom	abilities	Run Away
aipom	abilities	Pickup
aipom	abilities	Skill Link
aipom	eggGroups	Field
sunkern	types	Grass
sunkern	abilities	Chlorophyll
sunkern	abilities	Solar Power
sunkern	abilities	Early Bird
sunkern	eggGroups	Grass
sunflora	types	Grass
sunflora	abilities	Chlorophyll
sunflora	abilities	Solar Power
sunflora	abilities	Early Bird
sunflora	eggGroups	Grass
yanma	types	Bug
yanma	types	Flying
yanma	abilities	Speed Boost
yanma	abilities	Compound Eyes
yanma	abilities	Frisk
yanma	eggGroups	Bug
wooper	types	Water
wooper	types	Ground
wooper	abilities	Damp
wooper	abilities	Water Absorb
wooper	abilities	Unaware
wooper	eggGroups	Water 1
wooper	eggGroups	Field
quagsire	types	Water
quagsire	types	Ground
quagsire	abilities	Damp
quagsire	abilities	Water Absorb
quagsire	abilities	Unaware
quagsire	eggGroups	Water 1
quagsire	eggGroups	Field
espeon	types	Psychic
espeon	abilities	Synchronize
espeon	abilities	Magic Bounce
espeon	eggGroups	Field
umbreon	types	Dark
umbreon	abilities	Synchronize
umbreon	abilities	Inner Focus
umbreon	eggGroups	Field
murkrow	types	Dark
murkrow	types	Flying
murkrow	abilities	Insomnia
murkrow	abilities	Super Luck
murkrow	abilities	Prankster
murkrow	eggGroups	Flying
slowking	types	Water
slowking	types	Psychic
slowking	abilities	Oblivious
slowking	abilities	Own Tempo
slowking	abilities	Regenerator
slowking	eggGroups	Monster
slowking	eggGroups	Water 1
misdreavus	types	Ghost
misdreavus	abilities	Levitate
misdreavus	eggGroups	Amorphous
unown	types	Psychic
unown	abilities	Levitate
unown	eggGroups	Undiscovered
wobbuffet	types	Psychic
wobbuffet	abilities	Shadow Tag
wobbuffet	abilities	Telepathy
wobbuffet	eggGroups	Amorphous
girafarig	types	Normal
girafarig	types	Psychic
girafarig	abilities	Inner Focus
girafarig	abilities	Early Bird
girafarig	abilities	Sap Sipper
girafarig	eggGroups	Field
pineco	types	Bug
pineco	abilities	Sturdy
pineco	abilities	Overcoat
pineco	eggGroups	Bug
forretress	types	Bug
forretress	types	Steel
forretress	abilities	Sturdy
forretress	abilities	Overcoat
forretress	eggGroups	Bug
dunsparce	types	Normal
dunsparce	abilities	Serene Grace
dunsparce	abilities	Run Away
dunsparce	abilities	Rattled
dunsparce	eggGroups	Field
gligar	types	Ground
gligar	types	Flying
gligar	abilities	Hyper Cutter
gligar	abilities	Sand Veil
gligar	abilities	Immunity
gligar	eggGroups	Bug
steelix	types	Steel
steelix	types	Ground
steelix	abilities	Rock Head
steelix	abilities	Sturdy
steelix	abilities	Sheer Force
steelix	eggGroups	Mineral
steelixmega	types	Steel
steelixmega	types	Ground
steelixmega	abilities	Sand Force
steelixmega	eggGroups	Mineral
snubbull	types	Fairy
snubbull	abilities	Intimidate
snubbull	abilities	Run Away
snubbull	abilities	Rattled
snubbull	eggGroups	Field
snubbull	eggGroups	Fairy
granbull	types	Fairy
granbull	abilities	Intimidate
granbull	abilities	Quick Feet
granbull	abilities	Rattled
granbull	eggGroups	Field
granbull	eggGroups	Fairy
qwilfish	types	Water
qwilfish	types	Poison
qwilfish	abilities	Poison Point
qwilfish	abilities	Swift Swim
qwilfish	abilities	Intimidate
qwilfish	eggGroups	Water 2
scizor	types	Bug
scizor	types	Steel
scizor	abilities	Swarm
scizor	abilities	Technician
scizor	abilities	Light Metal
scizor	eggGroups	Bug
scizormega	types	Bug
scizormega	types	Steel
scizormega	abilities	Technician
scizormega	eggGroups	Bug
shuckle	types	Bug
shuckle	types	Rock
shuckle	abilities	Sturdy
shuckle	abilities	Gluttony
shuckle	abilities	Contrary
shuckle	eggGroups	Bug
heracross	types	Bug
heracross	types	Fighting
heracross	abilities	Swarm
heracross	abilities	Guts
heracross	abilities	Moxie
heracross	eggGroups	Bug
heracrossmega	types	Bug
heracrossmega	types	Fighting
heracrossmega	abilities	Skill Link
heracrossmega	eggGroups	Bug
sneasel	types	Dark
sneasel	types	Ice
sneasel	abilities	Inner Focus
sneasel	abilities	Keen Eye
sneasel	abilities	Pickpocket
sneasel	eggGroups	Field
teddiursa	types	Normal
teddiursa	abilities	Pickup
teddiursa	abilities	Quick Feet
teddiursa	abilities	Honey Gather
teddiursa	eggGroups	Field
ursaring	types	Normal
ursaring	abilities	Guts
ursaring	abilities	Quick Feet
ursaring	abilities	Unnerve
ursaring	eggGroups	Field
slugma	types	Fire
slugma	abilities	Magma Armor
slugma	abilities	Flame Body
slugma	abilities	Weak Armor
slugma	eggGroups	Amorphous
magcargo	types	Fire
magcargo	types	Rock
magcargo	abilities	Magma Armor
magcargo	abilities	Flame Body
magcargo	abilities	Weak Armor
magcargo	eggGroups	Amorphous
swinub	types	Ice
swinub	types	Ground
swinub	abilities	Oblivious
swinub	abilities	Snow Cloak
swinub	abilities	Thick Fat
swinub	eggGroups	Field
piloswine	types	Ice
piloswine	types	Ground
piloswine	abilities	Oblivious
piloswine	abilities	Snow Cloak
piloswine	abilities	Thick Fat
piloswine	eggGroups	Field
corsola	types	Water
corsola	types	Rock
corsola	abilities	Hustle
corsola	abilities	Natural Cure
corsola	abilities	Regenerator
corsola	eggGroups	Water 1
corsola	eggGroups	Water 3
remoraid	types	Water
remoraid	abilities	Hustle
remoraid	abilities	Sniper
remoraid	abilities	Moody
remoraid	eggGroups	Water 1
remoraid	eggGroups	Water 2
octillery	types	Water
octillery	abilities	Suction Cups
octillery	abilities	Sniper
octillery	abilities	Moody
octillery	eggGroups	Water 1
octillery	eggGroups	Water 2
delibird	types	Ice
delibird	types	Flying
delibird	abilities	Vital Spirit
delibird	abilities	Hustle
delibird	abilities	Insomnia
delibird	eggGroups	Water 1
delibird	eggGroups	Field
mantine	types	Water
mantine	types	Flying
mantine	abilities	Swift Swim
mantine	abilities	Water Absorb
mantine	abilities	Water Veil
mantine	eggGroups	Water 1
skarmory	types	Steel
skarmory	types	Flying
skarmory	abilities	Keen Eye
skarmory	abilities	Sturdy
skarmory	abilities	Weak Armor
skarmory	eggGroups	Flying
houndour	types	Dark
houndour	types	Fire
houndour	abilities	Early Bird
houndour	abilities	Flash Fire
houndour	abilities	Unnerve
houndour	eggGroups	Field
houndoom	types	Dark
houndoom	types	Fire
houndoom	abilities	Early Bird
houndoom	abilities	Flash Fire
houndoom	abilities	Unnerve
houndoom	eggGroups	Field
houndoommega	types	Dark
houndoommega	types	Fire
houndoommega	abilities	Solar Power
houndoommega	eggGroups	Field
kingdra	types	Water
kingdra	types	Dragon
kingdra	abilities	Swift Swim
kingdra	abilities	Sniper
kingdra	abilities	Damp
kingdra	eggGroups	Water 1
kingdra	eggGroups	Dragon
phanpy	types	Ground
phanpy	abilities	Pickup
phanpy	abilities	Sand Veil
phanpy	eggGroups	Field
donphan	types	Ground
donphan	abilities	Sturdy
donphan	abilities	Sand Veil
donphan	eggGroups	Field
porygon2	types	Normal
porygon2	abilities	Trace
porygon2	abilities	Download
porygon2	abilities	Analytic
porygon2	eggGroups	Mineral
stantler	types	Normal
stantler	abilities	Intimidate
stantler	abilities	Frisk
stantler	abilities	Sap Sipper
stantler	eggGroups	Field
smeargle	types	Normal
smeargle	abilities	Own Tempo
smeargle	abilities	Technician
smeargle	abilities	Moody
smeargle	eggGroups	Field
tyrogue	types	Fighting
tyrogue	abilities	Guts
tyrogue	abilities	Steadfast
tyrogue	abilities	Vital Spirit
tyrogue	eggGroups	Undiscovered
hitmontop	types	Fighting
hitmontop	abilities	Intimidate
hitmontop	abilities	Technician
hitmontop	abilities	Steadfast
hitmontop	eggGroups	Human-Like
smoochum	types	Ice
smoochum	types	Psychic
smoochum	abilities	Oblivious
smoochum	abilities	Forewarn
smoochum	abilities	Hydration
smoochum	eggGroups	Undiscovered
elekid	types	Electric
elekid	abilities	Static
elekid	abilities	Vital Spirit
elekid	eggGroups	Undiscovered
magby	types	Fire
magby	abilities	Flame Body
magby	abilities	Vital Spirit
magby	eggGroups	Undiscovered
miltank	types	Normal
miltank	abilities	Thick Fat
miltank	abilities	Scrappy
miltank	abilities	Sap Sipper
miltank	eggGroups	Field
blissey	types	Normal
blissey	abilities	Natural Cure
blissey	abilities	Serene Grace
blissey	abilities	Healer
blissey	eggGroups	Fairy
raikou	types	Electric
raikou	abilities	Pressure
raikou	abilities	Inner Focus
raikou	eggGroups	Undiscovered
entei	types	Fire
entei	abilities	Pressure
entei	abilities	Inner Focus
entei	eggGroups	Undiscovered
suicune	types	Water
suicune	abilities	Pressure
suicune	abilities	Inner Focus
suicune	eggGroups	Undiscovered
larvitar	types	Rock
larvitar	types	Ground
larvitar	abilities	Guts
larvitar	abilities	Sand Veil
larvitar	eggGroups	Monster
pupitar	types	Rock
pupitar	types	Ground
pupitar	abilities	Shed Skin
pupitar	eggGroups	Monster
tyranitar	types	Rock
tyranitar	types	Dark
tyranitar	abilities	Sand Stream
tyranitar	abilities	Unnerve
tyranitar	eggGroups	Monster
tyranitarmega	types	Rock
tyranitarmega	types	Dark
tyranitarmega	abilities	Sand Stream
tyranitarmega	eggGroups	Monster
lugia	types	Psychic
lugia	types	Flying
lugia	abilities	Pressure
lugia	abilities	Multiscale
lugia	eggGroups	Undiscovered
hooh	types	Fire
hooh	types	Flying
hooh	abilities	Pressure
hooh	abilities	Regenerator
hooh	eggGroups	Undiscovered
celebi	types	Psychic
celebi	types	Grass
celebi	abilities	Natural Cure
celebi	eggGroups	Undiscovered
treecko	types	Grass
treecko	abilities	Overgrow
treecko	abilities	Unburden
treecko	eggGroups	Monster
treecko	eggGroups	Dragon
grovyle	types	Grass
grovyle	abilities	Overgrow
grovyle	abilities	Unburden
grovyle	eggGroups	Monster
grovyle	eggGroups	Dragon
sceptile	types	Grass
sceptile	abilities	Overgrow
sceptile	abilities	Unburden
sceptile	eggGroups	Monster
sceptile	eggGroups	Dragon
sceptilemega	types	Grass
sceptilemega	types	Dragon
sceptilemega	abilities	Lightning Rod
sceptilemega	eggGroups	Monster
sceptilemega	eggGroups	Dragon
torchic	types	Fire
torchic	abilities	Blaze
torchic	abilities	Speed Boost
torchic	eggGroups	Field
combusken	types	Fire
combusken	types	Fighting
combusken	abilities	Blaze
combusken	abilities	Speed Boost
combusken	eggGroups	Field
blaziken	types	Fire
blaziken	types	Fighting
blaziken	abilities	Blaze
blaziken	abilities	Speed Boost
blaziken	eggGroups	Field
blazikenmega	types	Fire
blazikenmega	types	Fighting
blazikenmega	abilities	Speed Boost
blazikenmega	eggGroups	Field
mudkip	types	Water
mudkip	abilities	Torrent
mudkip	abilities	Damp
mudkip	eggGroups	Monster
mudkip	eggGroups	Water 1
marshtomp	types	Water
marshtomp	types	Ground
marshtomp	abilities	Torrent
marshtomp	abilities	Damp
marshtomp	eggGroups	Monster
marshtomp	eggGroups	Water 1
swampert	types	Water
swampert	types	Ground
swampert	abilities	Torrent
swampert	abilities	Damp
swampert	eggGroups	Monster
swampert	eggGroups	Water 1
swampertmega	types	Water
swampertmega	types	Ground
swampertmega	abilities	Swift Swim
swampertmega	eggGroups	Monster
swampertmega	eggGroups	Water 1
poochyena	types	Dark
poochyena	abilities	Run Away
poochyena	abilities	Quick Feet
poochyena	abilities	Rattled
poochyena	eggGroups	Field
mightyena	types	Dark
mightyena	abilities	Intimidate
mightyena	abilities	Quick Feet
mightyena	abilities	Moxie
mightyena	eggGroups	Field
zigzagoon	types	Normal
zigzagoon	abilities	Pickup
zigzagoon	abilities	Gluttony
zigzagoon	abilities	Quick Feet
zigzagoon	eggGroups	Field
linoone	types	Normal
linoone	abilities	Pickup
linoone	abilities	Gluttony
linoone	abilities	Quick Feet
linoone	eggGroups	Field
wurmple	types	Bug
wurmple	abilities	Shield Dust
wurmple	abilities	Run Away
wurmple	eggGroups	Bug
silcoon	types	Bug
silcoon	abilities	Shed Skin
silcoon	eggGroups	Bug
beautifly	types	Bug
beautifly	types	Flying
beautifly	abilities	Swarm
beautifly	abilities	Rivalry
beautifly	eggGroups	Bug
cascoon	types	Bug
cascoon	abilities	Shed Skin
cascoon	eggGroups	Bug
dustox	types	Bug
dustox	types	Poison
dustox	abilities	Shield Dust
dustox	abilities	Compound Eyes
dustox	eggGroups	Bug
lotad	types	Water
lotad	types	Grass
lotad	abilities	Swift Swim
lotad	abilities	Rain Dish
lotad	abilities	Own Tempo
lotad	eggGroups	Water 1
lotad	eggGroups	Grass
lombre	types	Water
lombre	types	Grass
lombre	abilities	Swift Swim
lombre	abilities	Rain Dish
lombre	abilities	Own Tempo
lombre	eggGroups	Water 1
lombre	eggGroups	Grass
ludicolo	types	Water
ludicolo	types	Grass
ludicolo	abilities	Swift Swim
ludicolo	abilities	Rain Dish
ludicolo	abilities	Own Tempo
ludicolo	eggGroups	Water 1
ludicolo	eggGroups	Grass
seedot	types	Grass
seedot	abilities	Chlorophyll
seedot	abilities	Early Bird
seedot	abilities	Pickpocket
seedot	eggGroups	Field
seedot	eggGroups	Grass
nuzleaf	types	Grass
nuzleaf	types	Dark
nuzleaf	abilities	Chlorophyll
nuzleaf	abilities	Early Bird
nuzleaf	abilities	Pickpocket
nuzleaf	eggGroups	Field
nuzleaf	eggGroups	Grass
shiftry	types	Grass
shiftry	types	Dark
shiftry	abilities	Chlorophyll
shiftry	abilities	Early Bird
shiftry	abilities	Pickpocket
shiftry	eggGroups	Field
shiftry	eggGroups	Grass
taillow	types	Normal
taillow	types	Flying
taillow	abilities	Guts
taillow	abilities	Scrappy
taillow	eggGroups	Flying
swellow	types	Normal
swellow	types	Flying
swellow	abilities	Guts
swellow	abilities	Scrappy
swellow	eggGroups	Flying
wingull	types	Water
wingull	types	Flying
wingull	abilities	Keen Eye
wingull	abilities	Hydration
wingull	abilities	Rain Dish
wingull	eggGroups	Water 1
wingull	eggGroups	Flying
pelipper	types	Water
pelipper	types	Flying
pelipper	abilities	Keen Eye
pelipper	abilities	Drizzle
pelipper	abilities	Rain Dish
pelipper	eggGroups	Water 1
pelipper	eggGroups	Flying
ralts	types	Psychic
ralts	types	Fairy
ralts	abilities	Synchronize
ralts	abilities	Trace
ralts	abilities	Telepathy
ralts	eggGroups	Amorphous
kirlia	types	Psychic
kirlia	types	Fairy
kirlia	abilities	Synchronize
kirlia	abilities	Trace
kirlia	abilities	Telepathy
kirlia	eggGroups	Amorphous
gardevoir	types	Psychic
gardevoir	types	Fairy
gardevoir	abilities	Synchronize
gardevoir	abilities	Trace
gardevoir	abilities	Telepathy
gardevoir	eggGroups	Amorphous
gardevoirmega	types	Psychic
gardevoirmega	types	Fairy
gardevoirmega	abilities	Pixilate
gardevoirmega	eggGroups	Amorphous
surskit	types	Bug
surskit	types	Water
surskit	abilities	Swift Swim
surskit	abilities	Rain Dish
surskit	eggGroups	Water 1
surskit	eggGroups	Bug
masquerain	types	Bug
masquerain	types	Flying
masquerain	abilities	Intimidate
masquerain	abilities	Unnerve
masquerain	eggGroups	Water 1
masquerain	eggGroups	Bug
shroomish	types	Grass
shroomish	abilities	Effect Spore
shroomish	abilities	Poison Heal
shroomish	abilities	Quick Feet
shroomish	eggGroups	Fairy
shroomish	eggGroups	Grass
breloom	types	Grass
breloom	types	Fighting
breloom	abilities	Effect Spore
breloom	abilities	Poison Heal
breloom	abilities	Technician
breloom	eggGroups	Fairy
breloom	eggGroups	Grass
slakoth	types	Normal
slakoth	abilities	Truant
slakoth	eggGroups	Field
vigoroth	types	Normal
vigoroth	abilities	Vital Spirit
vigoroth	eggGroups	Field
slaking	types	Normal
slaking	abilities	Truant
slaking	eggGroups	Field
nincada	types	Bug
nincada	types	Ground
nincada	abilities	Compound Eyes
nincada	abilities	Run Away
nincada	eggGroups	Bug
ninjask	types	Bug
ninjask	types	Flying
ninjask	abilities	Speed Boost
ninjask	abilities	Infiltrator
ninjask	eggGroups	Bug
shedinja	types	Bug
shedinja	types	Ghost
shedinja	abilities	Wonder Guard
shedinja	eggGroups	Mineral
whismur	types	Normal
whismur	abilities	Soundproof
whismur	abilities	Rattled
whismur	eggGroups	Monster
whismur	eggGroups	Field
loudred	types	Normal
loudred	abilities	Soundproof
loudred	abilities	Scrappy
loudred	eggGroups	Monster
loudred	eggGroups	Field
exploud	types	Normal
exploud	abilities	Soundproof
exploud	abilities	Scrappy
exploud	eggGroups	Monster
exploud	eggGroups	Field
makuhita	types	Fighting
makuhita	abilities	Thick Fat
makuhita	abilities	Guts
makuhita	abilities	Sheer Force
makuhita	eggGroups	Human-Like
hariyama	types	Fighting
hariyama	abilities	Thick Fat
hariyama	abilities	Guts
hariyama	abilities	Sheer Force
hariyama	eggGroups	Human-Like
azurill	types	Normal
azurill	types	Fairy
azurill	abilities	Thick Fat
azurill	abilities	Huge Power
azurill	abilities	Sap Sipper
azurill	eggGroups	Undiscovered
nosepass	types	Rock
nosepass	abilities	Sturdy
nosepass	abilities	Magnet Pull
nosepass	abilities	Sand Force
nosepass	eggGroups	Mineral
skitty	types	Normal
skitty	abilities	Cute Charm
skitty	abilities	Normalize
skitty	abilities	Wonder Skin
skitty	eggGroups	Field
skitty	eggGroups	Fairy
delcatty	types	Normal
delcatty	abilities	Cute Charm
delcatty	abilities	Normalize
delcatty	abilities	Wonder Skin
delcatty	eggGroups	Field
delcatty	eggGroups	Fairy
sableye	types	Dark
sableye	types	Ghost
sableye	abilities	Keen Eye
sableye	abilities	Stall
sableye	abilities	Prankster
sableye	eggGroups	Human-Like
sableyemega	types	Dark
sableyemega	types	Ghost
sableyemega	abilities	Magic Bounce
sableyemega	eggGroups	Human-Like
mawile	types	Steel
mawile	types	Fairy
mawile	abilities	Hyper Cutter
mawile	abilities	Intimidate
mawile	abilities	Sheer Force
mawile	eggGroups	Field
mawile	eggGroups	Fairy
mawilemega	types	Steel
mawilemega	types	Fairy
mawilemega	abilities	Huge Power
mawilemega	eggGroups	Field
mawilemega	eggGroups	Fairy
aron	types	Steel
aron	types	Rock
aron	abilities	Sturdy
aron	abilities	Rock Head
aron	abilities	Heavy Metal
aron	eggGroups	Monster
lairon	types	Steel
lairon	types	Rock
lairon	abilities	Sturdy
lairon	abilities	Rock Head
lairon	abilities	Heavy Metal
lairon	eggGroups	Monster
aggron	types	Steel
aggron	types	Rock
aggron	abilities	Sturdy
aggron	abilities	Rock Head
aggron	abilities	Heavy Metal
aggron	eggGroups	Monster
aggronmega	types	Steel
aggronmega	abilities	Filter
aggronmega	eggGroups	Monster
meditite	types	Fighting
meditite	types	Psychic
meditite	abilities	Pure Power
meditite	abilities	Telepathy
meditite	eggGroups	Human-Like
medicham	types	Fighting
medicham	types	Psychic
medicham	abilities	Pure Power
medicham	abilities	Telepathy
medicham	eggGroups	Human-Like
medichammega	types	Fighting
medichammega	types	Psychic
medichammega	abilities	Pure Power
medichammega	eggGroups	Human-Like
electrike	types	Electric
electrike	abilities	Static
electrike	abilities	Lightning Rod
electrike	abilities	Minus
electrike	eggGroups	Field
manectric	types	Electric
manectric	abilities	Static
manectric	abilities	Lightning Rod
manectric	abilities	Minus
manectric	eggGroups	Field
manectricmega	types	Electric
manectricmega	abilities	Intimidate
manectricmega	eggGroups	Field
plusle	types	Electric
plusle	abilities	Plus
plusle	abilities	Lightning Rod
plusle	eggGroups	Fairy
minun	types	Electric
minun	abilities	Minus
minun	abilities	Volt Absorb
minun	eggGroups	Fairy
volbeat	types	Bug
volbeat	abilities	Illuminate
volbeat	abilities	Swarm
volbeat	abilities	Prankster
volbeat	eggGroups	Bug
volbeat	eggGroups	Human-Like
illumise	types	Bug
illumise	abilities	Oblivious
illumise	abilities	Tinted Lens
illumise	abilities	Prankster
illumise	eggGroups	Bug
illumise	eggGroups	Human-Like
roselia	types	Grass
roselia	types	Poison
roselia	abilities	Natural Cure
roselia	abilities	Poison Point
roselia	abilities	Leaf Guard
roselia	eggGroups	Fairy
roselia	eggGroups	Grass
gulpin	types	Poison
gulpin	abilities	Liquid Ooze
gulpin	abilities	Sticky Hold
gulpin	abilities	Gluttony
gulpin	eggGroups	Amorphous
swalot	types	Poison
swalot	abilities	Liquid Ooze
swalot	abilities	Sticky Hold
swalot	abilities	Gluttony
swalot	eggGroups	Amorphous
carvanha	types	Water
carvanha	types	Dark
carvanha	abilities	Rough Skin
carvanha	abilities	Speed Boost
carvanha	eggGroups	Water 2
sharpedo	types	Water
sharpedo	types	Dark
sharpedo	abilities	Rough Skin
sharpedo	abilities	Speed Boost
sharpedo	eggGroups	Water 2
sharpedomega	types	Water
sharpedomega	types	Dark
sharpedomega	abilities	Strong Jaw
sharpedomega	eggGroups	Water 2
wailmer	types	Water
wailmer	abilities	Water Veil
wailmer	abilities	Oblivious
wailmer	abilities	Pressure
wailmer	eggGroups	Field
